tconst	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	tags
tt0082083	0	1980	92	Comedy,Horror,Sci-Fi	4.5	nm0089177	nm0089177,nm0620538	
tt0082085	0	1981	108	Crime,Drama,Mystery	7.4	nm0000361	nm0000361,nm0581785	
tt0082089	0	1981	113	Crime,Drama,Romance	7.4	nm0001410	nm0001410	
tt0082096	0	1981	149	Drama,War	8.4	nm0000583	nm0000583,nm0118164	submarine
tt0082100	0	1980	100	Comedy,Drama,Romance	6.7	nm0684509	nm0860019,nm0684509	
tt0082121	0	1981	94	Comedy,Drama	6.0	nm0779641,nm0776317	nm0253039,nm0001640,nm0800363	
tt0082136	0	1981	95	Action,Comedy,Sport	6.2	nm0624102	nm0946717	race
tt0082146	0	1981	91	Comedy,Romance	5.8	nm0331956	nm0209918,nm0331956	
tt0082158	0	1981	125	Biography,Drama,Sport	7.1	nm0399853	nm0919815	olympics, sports
tt0082175	0	1981	108	Drama	7.2	nm0434571	nm0693160,nm0330165,nm0434571	in netflix queue, judaism
tt0082176	0	1981	138	Biography,Drama	7.5	nm0248942	nm0917833,nm0379266,nm0726072,nm0248942	
tt0082186	0	1981	118	Action,Adventure,Fantasy	6.9	nm0204471	nm0189117	
tt0082198	0	1982	129	Adventure,Fantasy	6.9	nm0587518	nm0397574,nm0587518,nm0000231,nm0838598	
tt0082199	0	1981	90	Action,Adventure,Comedy	5.7	nm0418986	nm0830519,nm0790533,nm0741582	
tt0082200	0	1981	103	Comedy,Romance	6.2	nm0000776	nm0001410	
tt0082220	0	1981	109	Crime,Drama,Mystery	6.8	nm0664852	nm0861327,nm0279971	
tt0082250	0	1982	89	Action,Crime,Drama	6.0	nm0935382	nm0257168,nm0307257,nm0935382	
tt0082252	0	1981	100	Documentary,History,Music	7.5	nm0790715		
tt0082263	0	1981	96	Comedy,Family,Fantasy	5.0	nm0827854	nm0734742,nm0762727	
tt0082269	0	1981	117	Crime,Music,Thriller	7.1	nm0000894	nm0644073,nm0000894,nm0887015	
tt0082288	0	1981	109	Action,Adventure,Fantasy	6.6	nm0730422	nm0059493,nm0730422	
tt0082340	0	1981	99	Action,Adventure,Sci-Fi	7.1	nm0000118	nm0000118,nm0145309	
tt0082348	0	1981	140	Adventure,Drama,Fantasy	7.3	nm0000958	nm0540627,nm0657853,nm0000958	england, king arthur
tt0082350	0	1981	106	Action,Adventure,Crime	5.5	nm0142587	nm0116145,nm0337008	
tt0082353	0	1981	103	Crime,Drama,Mystery	5.9	nm0946811	nm0856270	
tt0082370	0	1981	106	Drama,Romance	7.2	nm0000076	nm0000076,nm0771535,nm0042159	
tt0082377	0	1981	108	Horror	5.5	nm0048491	nm0001949,nm0783544	
tt0082382	0	1981	98	Comedy,Drama	6.4	nm0623768	nm0492823,nm0498126	
tt0082398	0	1981	127	Action,Adventure,Thriller	6.7	nm0322515	nm0537363,nm0933865,nm0001220	
tt0082405	0	1981	107	Comedy,Drama	6.8	nm0000257	nm0000257	
tt0082406	0	1981	83	Adventure,Animation,Drama	7.2	nm0075859,nm0723704,nm0828245,nm0359457,nm0718627	nm0543438,nm0166307,nm0075859,nm0585150,nm0949954,nm0560329,nm0401362,nm0470928,nm0314788	disney
tt0082416	0	1981	124	Drama,Romance	6.9	nm0718554	nm0288826,nm0056217,nm0718554	
tt0082418	0	1981	87	Horror,Mystery,Thriller	6.1	nm0591171	nm0413826,nm0566699,nm0192446	jason
tt0082427	0	1981	96	Horror	5.9	nm0001361	nm0088746	
tt0082431	0	1981	81	Action,Adventure,Horror	5.0	nm0163736	nm0797082,nm0163736,nm0832898	
tt0082432	0	1981	110	Adventure,Drama,History	7.4	nm0001837	nm0932011,nm0001837,nm0713255	world war i
tt0082449	0	1981	110	Drama,Horror,Thriller	6.3	nm0410139	nm0833718,nm0169548	
tt0082474	0	1981	97	Adventure,Comedy,Crime	7.1	nm0001345	nm0665305,nm0850695,nm0432075,nm0741439	
tt0082477	0	1980	91	Comedy,Drama,Romance	7.1	nm0287025	nm0287025	
tt0082484	0	1981	100	Adventure,Drama	7.3	nm0000269	nm0102722,nm0743129	
tt0082495	0	1981	92	Horror	6.5	nm0742819	nm0000118,nm0384185	halloween
tt0082498	0	1981	110	Horror,Mystery,Thriller	6.0	nm0496746	nm0768369,nm0423401,nm0003403,nm0063583	
tt0082509	0	1981	86	Adventure,Animation,Fantasy	6.6	nm0693376,nm0116497,nm0354691,nm0844301,nm0613471,nm0625166,nm0754678,nm0831349,nm0887351,nm0924266	nm0325175,nm0089676,nm0639321,nm0179120,nm0942951,nm0571729,nm0320786	
tt0082511	0	1981	101	Horror,Thriller	5.6	nm0221265	nm0271098	
tt0082517	0	1981	92	Comedy,History,Musical	6.8	nm0000316	nm0000316	
tt0082533	0	1981	91	Horror	6.5	nm0001102	nm0104707,nm0000626,nm0935288	
tt0082558	0	1981	88	Comedy,Sci-Fi	5.5	nm0001708	nm0558577,nm0905942	
tt0082562	0	1981	102	Comedy,Romance	6.9	nm0144689,nm0595063	nm0144689,nm0595063	
tt0082677	0	1981	93	Drama,Sci-Fi,Thriller	6.1	nm0000341	nm0000341	
tt0082694	0	1981	96	Action,Adventure,Sci-Fi	7.6	nm0004306	nm0371249,nm0004306,nm0360352,nm0447945	
tt0082726	0	1981	95	Comedy,Drama	5.9	nm0001945	nm0001945,nm0148172	
tt0082736	0	1981	146	Drama	7.7	nm0843640	nm0229569,nm0843640,nm0542843	
tt0082755	0	1981	111	Comedy	8.2	nm0054402	nm0054402,nm0878957	
tt0082763	0	1981	93	Comedy,Fantasy,Sci-Fi	5.0	nm0788553	nm0788553,nm0792624,nm0783334	
tt0082766	0	1981	129	Biography,Drama	6.6	nm0675068	nm0186726,nm0944747,nm0675068,nm0396230,nm0315205	
tt0082782	0	1981	90	Horror,Mystery,Thriller	6.2	nm0586198	nm0589357,nm0063583	
tt0082783	0	1981	110	Comedy,Drama	7.7	nm0001501	nm0001728,nm0339737	
tt0082801	0	1981	94	Comedy	5.5	nm0000814	nm0074383,nm0312205	
tt0082817	0	1981	99	Action,Crime,Thriller	6.3	nm0540330,nm0625379,nm0000230	nm0787072,nm0843128	
tt0082846	0	1981	109	Drama	7.6	nm0041932	nm0860125	aging
tt0082869	0	1981	109	Action,Crime,Sci-Fi	6.6	nm0001382	nm0001382	
tt0082910	0	1982	94	Horror,Sci-Fi,Thriller	3.8	nm0000116,nm0039890,nm0236973	nm0251050,nm0000116,nm0039890	
tt0082926	0	1981	86	Comedy	7.0	nm0000691	nm0000691	
tt0082934	0	1981	122	Crime,Drama,Romance	6.6	nm0706182	nm0000519,nm0128906	
tt0082949	0	1981	108	Action,Crime,Drama	7.4	nm0491626	nm0018658,nm0491626,nm0002191,nm0002192	
tt0082970	0	1981	155	Drama	7.3	nm0001232	nm0230039,nm0919876,nm0902535	
tt0082971	0	1981	115	Action,Adventure	8.4	nm0000229	nm0001410,nm0000184,nm0442241	adventure, archaeology, indiana jones, steven spielberg, treasure hunt, ark of the covenant
tt0082979	0	1981	195	Biography,Drama,History	7.3	nm0000886	nm0000886,nm0341767	
tt0083089	0	1981	110	Comedy,Drama,Romance	7.5	nm0001437	nm0796710,nm0001437	
tt0083131	0	1981	106	Comedy,War	6.8	nm0718645	nm0089676,nm0325175,nm0000601	military
tt0083169	0	1981	126	Drama	6.8	nm0000887	nm0690431,nm0436543,nm0512611,nm0293366	
tt0083190	0	1981	123	Action,Crime,Drama	7.4	nm0000520	nm0000520,nm0389821	
tt0083254	0	1981	98	Comedy	5.3	nm0711114	nm0061808,nm1383755,nm0566588,nm0403794,nm0809252	
tt0083271	0	1981	108	Comedy,Crime	7.9	nm0532702	nm0532702	
tt0083284	0	1981	116	Drama,Sport,War	6.6	nm0001379	nm0944757,nm0587429,nm0536587,nm0428056	
tt0083511	0	1982	96	Action,Comedy,Crime	6.9	nm0001353	nm0006854,nm0001353,nm0343419,nm0211823	
tt0083530	0	1982	85	Comedy,Sci-Fi	6.2	nm0277946	nm0277946,nm0419830,nm0718514	
tt0083550	0	1982	104	Horror	5.6	nm0198765	nm0908890,nm0392792,nm0332417	
tt0083557	0	1982	80	Sci-Fi	5.8	nm0003497	nm0717583,nm0649210,nm0717586	
tt0083564	0	1982	127	Comedy,Drama,Family	6.6	nm0001379	nm0811807,nm0576070,nm0153377,nm0336675	
tt0083590	0	1982	86	Documentary,History	7.6	nm0516363,nm0706268,nm0706274		
tt0083624	0	1982	91	Comedy,Horror	6.2	nm0376963	nm0376963	
tt0083629	0	1982	98	Horror	5.6	nm0602333	nm0276169,nm0506398	
tt0083630	0	1982	118	Action,Adventure,Fantasy	6.2	nm0181741	nm0181741,nm0672626,nm0636157	
tt0083642	0	1982	114	Comedy,Musical	6.1	nm0383359	nm0454979,nm0557751,nm0383359	
tt0083652	0	1983	105	Comedy,Documentary	8.1	nm0001070	nm0001070	stand up
tt0083658	0	1982	117	Action,Drama,Sci-Fi	8.1	nm0000631	nm0266684,nm0672459,nm0001140	sci-fi, robots, androids, artificial intelligence, atmospheric, cyberpunk, future, mindfuck, philip k. dick, dreamlike, existentialism, philosophical
tt0083686	0	1982	109	Comedy,Drama,Family	6.2	nm0684509	nm0860019,nm0684509	
tt0083702	0	1982	95	Documentary	7.9	nm0087511	nm0329519	
tt0083722	0	1982	118	Fantasy,Horror,Thriller	6.2	nm0001707	nm0090840,nm0650276,nm0001707	
tt0083767	0	1982	120	Comedy,Fantasy,Horror	6.8	nm0001681	nm0000175	
tt0083791	0	1982	93	Adventure,Family,Fantasy	7.1	nm0001345,nm0000568	nm0643973,nm0001345	
tt0083798	0	1982	88	Comedy,Crime,Mystery	6.8	nm0005348	nm0005348,nm0320553,nm0000188	
tt0083806	0	1982	116	Comedy,Crime,Drama	7.0	nm0001486	nm0505615,nm0696319	
tt0083833	0	1982	110	Comedy,Drama	7.0	nm0001469	nm0001469	
tt0083851	0	1982	108	Comedy,Drama,Mystery	7.2	nm0000425	nm0000425	
tt0083866	0	1982	115	Adventure,Family,Sci-Fi	7.9	nm0000229	nm0558953	aliens
tt0083907	0	1981	85	Horror	7.4	nm0000600	nm0000600	zombies
tt0083922	0	1982	188	Drama	8.1	nm0000005	nm0000005	
tt0083929	0	1982	90	Comedy,Drama	7.1	nm0002132	nm0001081	high school
tt0083943	0	1982	136	Action,Adventure,Thriller	5.9	nm0000142	nm0489620,nm0920073,nm1027110	
tt0083944	0	1982	93	Action,Adventure,Thriller	7.7	nm0467646	nm0606251,nm0468997,nm0755266,nm0000230	
tt0083946	0	1982	158	Adventure,Drama,Music	8.0	nm0001348	nm0001348	
tt0083967	0	1982	140	Biography,Drama,Romance	7.2	nm0166625	nm0075015,nm0212246,nm0443582	
tt0083972	0	1982	95	Horror,Thriller	5.6	nm0591171	nm0457725,nm0914536,nm0566699,nm0413826,nm0192446	jason
tt0083987	0	1982	191	Biography,Drama,History	8.0	nm0000277	nm0109300	india
tt0084021	0	1982	115	Comedy,Music,Musical	4.6	nm0083279	nm0277946,nm0414448,nm0143558	high school
tt0084112	0	1982	111	Crime,Drama,Mystery	5.9	nm0373612	nm0818765,nm0169540	
tt0084156	0	1982	80	Comedy,Documentary	5.8	nm0502422,nm0813583	nm0647615	
tt0084210	0	1982	101	Comedy,Fantasy,Romance	5.9	nm0612322	nm0000853,nm0023764,nm0676361	ghosts
tt0084237	0	1982	92	Adventure,Animation,Drama	7.3	nm0060072,nm0710230	nm0063566	
tt0084266	0	1982	102	Action,Comedy,Sport	6.3	nm0000329	nm0000329,nm0849282,nm0938944	
tt0084296	0	1982	102	Adventure,Drama,Romance	7.2	nm0004305	nm0665464,nm0228880,nm0191454	
tt0084315	0	1982	78	Adventure,Animation,Sci-Fi	7.3	nm0482537	nm0943248,nm0482537,nm0320786,nm0541389	
tt0084329	0	1982	88	Comedy	6.6	nm0000095	nm0000095	
tt0084335	0	1982	122	Biography,Drama,History	7.7	nm0002020	nm0002020,nm0829329,nm0369564,nm0629615	chile, politics, south america
tt0084352	0	1982	81	Comedy,Documentary,Musical	7.8	nm0400958,nm0534084	nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589,nm0111756,nm0001204,nm0416273,nm0513730	spoof
tt0084370	0	1982	92	Comedy,Drama	7.3	nm0000907	nm0825799,nm0658850	television
tt0084390	0	1983	130	Drama,Mystery	7.8	nm0408076	nm0408076,nm0265792	
tt0084395	0	1982	84	Comedy,Horror	4.6	nm0588964	nm0000455	
tt0084412	0	1982	106	Comedy	6.5	nm0000165	nm0304665,nm0541632	
tt0084422	0	1982	107	Drama,Fantasy,Romance	7.2	nm0851752,nm0851754	nm0851752,nm0851754,nm0210542,nm0346096	world war ii
tt0084434	0	1982	124	Drama,Romance	7.1	nm0000431	nm0829343	
tt0084469	0	1982	102	Adventure,Romance	4.9	nm0318795	nm0318795	
tt0084472	0	1982	85	Horror,Sci-Fi	4.1	nm0023929	nm0012098,nm0794848,nm0505350	
tt0084503	0	1982	95	Drama,Fantasy,Music	8.0	nm0000570	nm0914166	
tt0084504	0	1982	98	Adventure,Comedy,Musical	5.4	nm0002175,nm0002207	nm0318275,nm0268110	
tt0084516	0	1982	114	Horror,Thriller	7.3	nm0001361	nm0000229,nm0334457,nm0896131	ghosts
tt0084522	0	1981	94	Comedy	6.2	nm0163706	nm0163706	
tt0084555	0	1982	88	Comedy	7.5	nm0688585	nm0001929,nm0154707,nm0002010,nm0432040,nm0508293,nm0610537,nm0688585	
tt0084589	0	1982	112	Biography,Crime,Drama	7.4	nm0897045	nm0140643,nm0507312,nm0897045,nm0954790	
tt0084597	0	1982	82	Comedy,Documentary	7.6	nm0493615	nm0600763,nm0001640	
tt0084602	0	1982	99	Drama,Sport	6.8	nm0000230	nm0000230	boxing
tt0084628	0	1983	100	Documentary,Drama	7.7	nm0003408	nm0003408	
tt0084633	0	1982	105	Comedy,Family	7.1	nm0210472	nm0588903	
tt0084649	0	1982	82	Adventure,Animation,Drama	7.5	nm0089940	nm0639791,nm0089940,nm0690112,nm0325776,nm0278181,nm0027011	mice
tt0084695	0	1982	77	Horror	5.6	nm0427468	nm0114522,nm0427468	
tt0084707	0	1982	150	Drama,Romance	7.5	nm0001587	nm0836612,nm0001587	holocaust
tt0084726	0	1982	113	Action,Adventure,Sci-Fi	7.7	nm0583292	nm0734472,nm0816348,nm0071790,nm0583292,nm0670268	captain kirk
tt0084745	0	1982	91	Horror,Sci-Fi	5.3	nm0000127	nm0000127	
tt0084777	0	1982	101	Horror,Mystery,Thriller	7.0	nm0000783	nm0000783	
tt0084783	0	1982	103	Drama	6.4	nm0006853	nm0386023,nm0351919,nm0006853	
tt0084786	0	1982	87	Action,Comedy	5.6	nm0393212	nm0709890,nm0950932,nm0393212,nm0165472,nm0872388	
tt0084787	0	1982	109	Horror,Mystery,Sci-Fi	8.2	nm0000118	nm0484111,nm0132168	
tt0084805	0	1982	116	Comedy,Drama,Romance	7.4	nm0001628	nm0570190,nm0312205,nm0772003,nm0001469,nm0307561,nm0442099,nm0561938	men in drag
tt0084809	0	1982	102	Comedy	5.8	nm0001149	nm0891554,nm0811807	
tt0084814	0	1982	96	Comedy,Crime,Mystery	4.8	nm0001175	nm0001175,nm0907186,nm0907209,nm0250005	
tt0084827	0	1982	96	Action,Adventure,Sci-Fi	6.7	nm0513974	nm0513974,nm0531381	
tt0084854	0	1981	92	Horror,Thriller	5.8	nm0353592,nm0001361	nm1032559,nm0140588	
tt0084855	0	1982	129	Drama	7.7	nm0001486	nm0715312,nm0000519,nm0696319	
tt0084865	0	1982	134	Comedy,Music,Romance	7.6	nm0001175	nm0001175,nm0388502,nm0778306	cross dressing
tt0084899	0	1982	90	Drama,Horror	7.0	nm0002087	nm0308900,nm0002087,nm0000436	
tt0084917	0	1982	136	Comedy,Drama	7.1	nm0001351	nm0410288,nm0856270	
tt0084921	0	1982	107	Action,Drama	7.2	nm0151653	nm0151653,nm0393250	
tt0084938	0	1982	96	Comedy	5.5	nm0005190	nm0253498,nm0262414	
tt0084945	0	1982	98	Comedy,Fantasy,Sci-Fi	4.9	nm0742820	nm0748021,nm0742820	
tt0085127	0	1983	105	Action,Adventure,Comedy	7.2	nm0000329,nm0005033	nm0000329,nm0849282	
tt0085154	0	1983	91	Drama,Romance,Sport	6.0	nm0152469	nm0437393,nm0430126	
tt0085159	0	1983	105	Horror	4.2	nm0281507	nm0024388	
tt0085204	0	1983	88	Action,Crime,Drama	5.5	nm0872062	nm0249305,nm0353569	
tt0085244	0	1983	105	Comedy,Drama	7.1	nm0001410	nm0001410,nm0070660	
tt0085248	0	1983	103	Adventure,Family	5.9	nm0198395	nm0267690,nm0459350,nm0440783	
tt0085255	0	1983	109	Action,Crime,Drama	6.4	nm0000824	nm0639321,nm0415979	
tt0085271	0	1983	106	Sci-Fi,Thriller	6.4	nm0874320	nm0748022,nm0830626,nm0582186	
tt0085276	0	1983	100	Action,Drama,Romance	6.0	nm0564319	nm0141281,nm0564319,nm0000419,nm0000076,nm0001031	
tt0085327	0	1981	108	Action,Adventure,Comedy	7.1	nm0179281	nm0024589,nm0179281	
tt0085333	0	1983	110	Horror,Thriller	6.8	nm0000118	nm0000175,nm0680250	stephen king
tt0085334	0	1983	93	Comedy,Family	7.9	nm0163706	nm0791789,nm0114080,nm0163706	christmas
tt0085346	0	1983	98	Comedy,Drama,Romance	6.0	nm0137573	nm0467942,nm0339264	
tt0085382	0	1983	93	Horror,Thriller	6.1	nm0853546	nm0000175,nm0241795,nm0193009	stephen king
tt0085407	0	1983	103	Drama,Horror,Sci-Fi	7.2	nm0000343	nm0000175,nm0090151	stephen king
tt0085426	0	1983	92	Sci-Fi	6.7	nm0000108	nm0000108,nm0427136	
tt0085461	0	1983	118	Drama	7.5	nm0946811	nm0367838	in netflix queue
tt0085470	0	1983	95	Comedy	6.2	nm0797526	nm0001098,nm0256847,nm0642570,nm0086232	
tt0085475	0	1983	95	Drama,Music,Mystery	6.9	nm0203429	nm0203429,nm0203228,nm0460190	
tt0085478	0	1983	110	Comedy,Drama	7.2	nm0318150	nm0751516	in netflix queue
tt0085482	0	1983	141	Adventure,Drama	7.7	nm0622695	nm0622695,nm0858482	
tt0085542	0	1983	81	Adventure,Animation,Fantasy	6.5	nm0000835	nm0000835,nm0292547,nm0859471,nm0176689	
tt0085549	0	1983	95	Drama,Music,Romance	6.2	nm0001490	nm0373320,nm0000390	
tt0085615	0	1983	128	Crime,Drama,Mystery	6.7	nm0000776	nm0809262,nm0693259	
tt0085636	0	1982	98	Horror,Mystery,Sci-Fi	5.2	nm0908890	nm0908890,nm0000118,nm0460600	halloween
tt0085701	0	1983	97	Drama,Horror	6.6	nm0001716	nm0182689,nm0859241,nm0834460	
tt0085750	0	1983	99	Adventure,Horror,Thriller	3.7	nm0023469	nm0001940,nm0558577,nm0331956,nm0874100,nm0437393	shark
tt0085794	0	1982	109	Comedy,Crime,Drama	7.8	nm0000217	nm0956857	
tt0085809	0	1982	86	Documentary,Music	8.2	nm0716585	nm0716585,nm0294825,nm0006129,nm0909479,nm7030243,nm10878502,nm10878503,nm0213499,nm10878504	
tt0085811	0	1983	121	Action,Adventure,Fantasy	6.1	nm0946811	nm0792589	
tt0085859	0	1983	111	Comedy,Drama	7.3	nm0287025	nm0287025	
tt0085868	0	1982	100	Comedy,Drama	4.9	nm0000436	nm0636165,nm0319932	virginity
tt0085894	0	1983	93	Comedy,Romance,Sci-Fi	6.4	nm0005348	nm0320553,nm0000188,nm0005348	
tt0085919	0	1983	98	Comedy,Drama	6.7	nm0006889	nm0800319	
tt0085937	0	1979	76	Comedy,Horror	4.2	nm0078540	nm0802058,nm0610897	
tt0085959	0	1983	107	Comedy,Musical	7.5	nm0001402	nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589	british comedy
tt0085970	0	1983	91	Comedy,Drama	6.6	nm0236769	nm0000455	
tt0085980	0	1983	97	Comedy	5.2	nm0101055	nm0731249	
tt0085995	0	1983	98	Adventure,Comedy	7.3	nm0000601	nm0000455	
tt0086005	0	1983	105	Adventure,Drama	7.5	nm0050597	nm0610246,nm0000436,nm0358334,nm0459350,nm0001747,nm0180644,nm0525137,nm0298995	
tt0086006	0	1983	134	Action,Adventure,Thriller	6.1	nm0449984	nm0565886,nm0926525,nm0001220,nm0783913	
tt0086034	0	1983	131	Action,Adventure,Thriller	6.5	nm0322515	nm0292129,nm0537363,nm0933865,nm0001220	
tt0086066	0	1983	91	Crime,Drama	7.0	nm0000338	nm0746634,nm0386023	s.e. hinton
tt0086087	0	1983	95	Comedy,Drama,Romance	7.3	nm0006445	nm0006445	
tt0086129	0	1983	98	Comedy	5.0	nm0163706	nm0842011,nm0650276,nm0163706	
tt0086143	0	1983	89	Comedy,Romance	5.3	nm0085457	nm0338633,nm0641791	
tt0086148	0	1983	91	Action,Animation,Crime	6.8	nm0223411	nm1278275,nm1077474	
tt0086154	0	1983	113	Crime,Horror,Mystery	6.6	nm0002207	nm0276169,nm0088645	
tt0086190	0	1983	131	Action,Adventure,Fantasy	8.3	nm0549658	nm0001410,nm0000184	darth vader, luke skywalker, space opera
tt0086197	0	1983	193	Adventure,Biography,Drama	7.8	nm0442241	nm0442241,nm0004366	nasa, space
tt0086200	0	1983	99	Comedy,Crime,Drama	6.8	nm0001887	nm0001887	prostitution
tt0086250	0	1983	170	Crime,Drama	8.3	nm0000361	nm0000231,nm0001328,nm0372942,nm0870660	al pacino
tt0086312	0	1983	131	Biography,Drama,History	7.1	nm0001566	nm0001188,nm0035146	nuclear disaster, union
tt0086320	0	1983	84	Horror	6.2	nm0385349	nm0385349	
tt0086325	0	1983	85	Action,Comedy,Crime	3.5	nm0523310	nm0083699,nm0201984,nm0001276,nm0506597,nm0624102,nm0000608	
tt0086336	0	1983	95	Fantasy,Mystery,Thriller	6.7	nm0002338	nm0001969	carnival, ray bradbury
tt0086346	0	1983	90	Action,Adventure,Sci-Fi	5.5	nm0425593	nm0362402,nm0480879,nm0696400,nm0721063,nm0325175,nm0089676	
tt0086361	0	1983	93	Drama,Music,Romance	4.8	nm0000230	nm0169936,nm0000230,nm0923319	70mm
tt0086373	0	1983	90	Comedy,Crime,Sci-Fi	6.6	nm0001548,nm0858686	nm0001548,nm0858686,nm0208923	
tt0086383	0	1983	117	Action,Crime,Thriller	6.6	nm0000142	nm0277807,nm0277849,nm0830472,nm0808073,nm0682309,nm0679326	
tt0086393	0	1983	125	Action,Adventure,Comedy	5.0	nm0504513	nm0796950,nm0795975,nm0628058,nm0628174,nm0701374	superhero
tt0086423	0	1983	92	Drama,Music	7.3	nm0000915	nm0285210	music
tt0086425	0	1983	132	Comedy,Drama	7.4	nm0000985	nm0573505,nm0000985	
tt0086465	0	1983	116	Comedy	7.5	nm0000484	nm0365390,nm0918339	class, dan aykroyd
tt0086491	0	1983	101	Horror,Sci-Fi	6.4	nm0001102,nm0000484,nm0004306,nm0000229	nm0000484,nm0425138,nm0558577,nm0558953,nm0003198,nm0785245,nm0307561	
tt0086508	0	1983	105	Action,Drama,Thriller	6.3	nm0467646	nm0311020,nm0369567	
tt0086525	0	1983	99	Comedy,Romance	6.4	nm0004838	nm0485229,nm0186988	
tt0086541	0	1983	87	Drama,Horror,Sci-Fi	7.2	nm0000343	nm0000343	
tt0086567	0	1983	114	Action,Drama,Sci-Fi	7.1	nm0000824	nm0489623,nm0662748	cold war
tt0086605	0	1983	108	Action,Comedy,Crime	6.6	nm0005033	nm0005033,nm0938944	
tt0086617	0	1982	115	Drama,Romance,War	7.1	nm0001837	nm0932011,nm0001837,nm0462272,nm0788991	academy award (best supporting actress), indonesia, journalism
tt0086619	0	1983	133	Drama,Musical,Romance	6.6	nm0000659	nm0742768,nm0000659,nm0801953	cross dressing, judaism
tt0086637	0	1983	79	Comedy	7.6	nm0000095	nm0000095	psychology
tt0086837	0	1984	116	Adventure,Mystery,Sci-Fi	6.7	nm0001382	nm0002009,nm0001382	
tt0086856	0	1984	103	Adventure,Comedy,Sci-Fi	6.2	nm0725379	nm0711996	
tt0086859	0	1984	128	Action,Adventure,Crime	5.9	nm0000431	nm0400591,nm0537784	
tt0086873	0	1984	93	Comedy,Fantasy,Romance	6.7	nm0005348	nm0204552,nm0646255,nm0004675	
tt0086879	0	1984	160	Biography,Drama,Music	8.4	nm0001232	nm0787323,nm0537004	mozart, salieri
tt0086907	0	1984	72	Documentary	7.2	nm0856267		
tt0086927	0	1984	105	Comedy	6.3	nm0411477	nm0411444,nm0411477,nm0698493	
tt0086946	0	1984	105	Drama,Music	6.5	nm0490133	nm0353519,nm0001112,nm1230704,nm0325709	
tt0086955	0	1984	94	Comedy,War	3.8	nm0404754	nm0343525,nm0441718,nm0404754	
tt0086960	0	1984	105	Action,Comedy,Crime	7.4	nm0000976	nm0677943,nm0045301	
tt0086969	0	1984	120	Drama,War	7.2	nm0000570	nm0923607,nm0472255,nm0066986	
tt0086973	0	1984	100	Comedy,Romance	5.8	nm0002045	nm0676361,nm0312205,nm0001945	
tt0086978	0	1984	103	Horror,Sci-Fi,Thriller	4.9	nm0557789	nm0557789,nm0675072	
tt0086979	0	1984	99	Crime,Drama,Thriller	7.5	nm0001054,nm0001053	nm0001054,nm0001053	coen brothers
tt0086984	0	1984	114	Crime,Drama,Mystery	6.8	nm0000361	nm0043334,nm0000361	
tt0086993	0	1984	132	Adventure,Drama,History	7.0	nm0002044	nm0004122,nm0396429,nm0612786	
tt0086994	0	1984	100	Drama,Romance	6.9	nm0136021	nm0136021	
tt0086998	0	1984	87	Comedy,Drama,Music	5.9	nm0797854	nm1075788,nm0213414,nm0768724	
tt0086999	0	1984	94	Comedy,Drama,Musical	5.2	nm0278735	nm1075788,nm0213414,nm0893330,nm0716984	
tt0087003	0	1984	84	Comedy	7.4	nm0000095	nm0000095	show business
tt0087004	0	1984	108	Comedy,Sci-Fi	6.7	nm0000626	nm0000626	
tt0087032	0	1984	108	Action,Comedy	5.1	nm0624102,nm0000835	nm0946717,nm0624102,nm0748665,nm0588458	
tt0087042	0	1984	82	Comedy	4.6	nm0001045,nm0001507	nm0001507,nm0001045,nm2273480,nm0547499	
tt0087050	0	1984	92	Horror,Thriller	5.6	nm0452607	nm0000175,nm0326070	stephen king
tt0087062	0	1984	97	Action,Comedy,Crime	5.5	nm0000907	nm0001175,nm0830472	
tt0087065	0	1984	101	Action,Adventure,Crime	6.6	nm0002207	nm0276169,nm0941280,nm0235683	
tt0087075	0	1984	95	Drama,Fantasy,Horror	6.6	nm0001403	nm0141462,nm0001403,nm0674518	
tt0087078	0	1984	103	Action,Adventure,Fantasy	5.9	nm0281507	nm0397574,nm0859471,nm0176689,nm0542970	
tt0087089	0	1984	129	Crime,Drama,Music	6.6	nm0000338	nm0448379,nm0000338,nm0701374,nm0368180	
tt0087175	0	1984	99	Action,Adventure,Horror	6.3	nm0747849	nm0521739,nm0751080,nm0747849	
tt0087182	0	1984	137	Action,Adventure,Sci-Fi	6.3	nm0000186	nm0378541,nm0000186	
tt0087188	0	1983	128	Drama,Music	7.5	nm0000019	nm0000019,nm0346096	
tt0087231	0	1985	131	Biography,Crime,Drama	6.8	nm0772259	nm0512396,nm0001873	
tt0087262	0	1984	114	Action,Horror,Sci-Fi	6.1	nm0504495	nm0000175,nm0542970	
tt0087265	0	1984	100	Comedy,Drama,Romance	6.2	nm0005190	nm0551075,nm0005190	
tt0087277	0	1984	107	Drama,Music,Romance	6.6	nm0006889	nm0685673	
tt0087280	0	1984	104	Crime,Drama,Thriller	6.7	nm0001885	nm0001885,nm0905071,nm0702935,nm0906824	
tt0087298	0	1984	91	Horror,Thriller	6.0	nm0957263	nm0566699,nm0413826,nm0457725,nm0914536,nm0169231,nm0757239,nm0192446	jason
